key,title,reason
10.1145/3666015.3666020,Fully Automated DORA Metrics Measurement for Continuous Improvement,no_IaC_term
10.1145/3196398.3196456,Structured information on state and evolution of dockerfiles on github,no_quality_term
10.1145/3393822.3432340,The Link Between Transformational and Servant Leadership in DevOps-Oriented Organizations,no_IaC_term
10.1145/3715111,Software Engineering by and for Humans in an AI Era,no_IaC_term
10.1145/3579643,Rise of the Planet of Serverless Computing: A Systematic Review,no_IaC_term
10.1109/ICSE-SEET52601.2021.00024,Qualifying software engineers undergraduates in DevOps - challenges of introducing technical and non-technical concepts in a project-oriented course,no_IaC_term
10.1145/3234152.3234199,DevOps in practice: an exploratory case study,no_IaC_term
10.1145/3628034.3628048,Leading a Software Architecture Revolution - Part 2a: Strategic Prioritization,no_IaC_term
10.5555/3580523.3580534,Experience in Teaching Cloud Computing with a Project-Based Approach,no_IaC_term
10.1145/3302541.3310294,Performance Benchmarking of Infrastructure-as-a-Service (IaaS) Clouds with Cloud WorkBench,no_IaC_term
10.1145/3424954.3424959,"AIT Cyber Range: Flexible Cyber Security Environment for Exercises, Training and Research",no_IaC_term
10.1145/3460231.3474616,Scaling Enterprise Recommender Systems for Decentralization,no_IaC_term
10.1145/3437359.3465588,"Expanse: Computing without Boundaries: Architecture, Deployment, and Early Operations Experiences of a Supercomputer Designed for the Rapid Evolution in Science and Engineering",no_IaC_term
10.1145/3183575,Amandroid: A Precise and General Inter-component Data Flow Analysis Framework for Security Vetting of Android Apps,no_IaC_term
10.1145/3644815.3644963,An Exploratory Study of Dataset and Model Management in Open Source Machine Learning Applications,no_IaC_term
10.1145/3379177.3388891,On the Role of Software Architecture in DevOps Transformation: An Industrial Case Study,no_IaC_term
10.1145/3411170.3411236,Sustainable Infrastructure Monitoring for Security-Oriented Purposes,no_IaC_term
10.1145/2896377.2901455,Generalized Threshold-Based Epidemics in Random Graphs: The Power of Extreme Values,no_IaC_term
10.1145/3643730,Component Security Ten Years Later: An Empirical Study of Cross-Layer Threats in Real-World Mobile Applications,no_IaC_term
10.5555/3105398.3105404,Which factors influence practitioners' usage of build automation tools?,no_IaC_term;no_quality_term
10.1145/3745766,LLM-Based Misconfiguration Detection for AWS Serverless Computing,no_IaC_term
10.5555/3373669.3373674,Overview of a pattern language for engineering software for the cloud,no_IaC_term
10.1145/2945408.2945411,A software architecture framework for quality-aware DevOps,no_IaC_term
10.1145/3510456.3514152,DevOps education: an interview study of challenges and recommendations,no_IaC_term
10.1145/3578244.3583722,Analyzing the Performance of SD-WAN Enabled Service Function Chains Across the Globe with AWS,no_IaC_term
10.1145/3014087.3014119,What do we know about public e-services customers? results of a pilot study in St.-Petersburg,no_IaC_term;no_quality_term
10.1145/2801153,CUDA Leaks: A Detailed Hack for CUDA and a (Partial) Fix,no_IaC_term
10.5555/3291291.3291321,Adaptation as a service,no_quality_term
10.1145/3689944.3696160,Developers' Approaches to Software Supply Chain Security: An Interview Study,no_IaC_term
10.1145/3587691,Low-Code Programming Models,no_IaC_term;no_quality_term
10.1145/3544902.3546636,A Preliminary Investigation of MLOps Practices in GitHub,no_IaC_term
10.1145/3344948.3344987,Towards an architecture for big data analytics leveraging edge/fog paradigms,no_IaC_term
10.1145/3722231,"SIGFRID: Unsupervised, Platform-Agnostic Interference Detection in IoT Automation Rules",no_IaC_term;no_quality_term
10.1145/3190619.3190642,Building a virtually air-gapped secure environment in AWS: with principles of devops security program and secure software delivery,no_IaC_term
10.5555/3447307.3447319,Shifting traditional undergraduate software engineering instruction to a DevOps focus,no_IaC_term
10.1145/3234152.3234188,Implementing DevOps practices in highly regulated environments,no_IaC_term
10.1145/3427921.3450235,A Framework for Developing DevOps Operation Automation in Clouds using Components-off-the-Shelf,no_IaC_term
10.1145/3670403,Automatic Algerian Sarcasm Detection from Texts and Images,no_IaC_term
10.1145/3387940.3391455,Platform Teams: An Organizational Structure for Continuous Delivery,no_IaC_term
10.1145/2903150.2903153,Scalable betweenness centrality on multi-GPU systems,no_IaC_term
10.1145/3445968.3452090,Towards a Blockchain-SDN Architecture for Secure and Trustworthy 5G Massive IoT Networks,no_IaC_term
10.1145/3479242.3487321,Automated and Reproducible Application Traces Generation for IoT Applications,no_IaC_term
10.1145/3581784.3607086,Understanding the Effects of Permanent Faults in GPU's Parallelism Management and Control Units,no_IaC_term
10.1145/3210459.3210465,"DevOps Capabilities, Practices, and Challenges: Insights from a Case Study",no_IaC_term
10.1145/3284179.3284328,A Multivocal Literature Review on the use of DevOps for e-Learning systems,no_IaC_term;no_quality_term
10.1145/3563766.3564114,Getting back what was lost in the era of high-speed software packet processing,no_IaC_term
10.1145/2643135.2643148,Assertion-based Debugging of Higher-Order (C)LP Programs,no_IaC_term
10.1145/3437800.3439206,Cloud Computing Curriculum: Developing Exemplar Modules for General Course Inclusion,no_IaC_term
10.1145/3510003.3510065,Change is the only constant: dynamic updates for workflows,no_IaC_term
10.1145/3106633,Four ways to make CS and IT more immersive,no_IaC_term;no_quality_term
10.1109/RCoSE/DDrEE.2019.00012,An architectural framework for quality-driven adaptive continuous experimentation,no_IaC_term
10.1145/3524458.3547252,CloudRecoMan: Cloud adoption made easy: A platform for assisting small and medium enterprises to adopt cloud solutions,no_IaC_term
10.5555/3291291.3291317,UML-driven automated software deployment,no_IaC_term
10.1145/2962695.2962706,First International Workshop on Emerging Trends in DevOps and Infrastructure,no_IaC_term
10.1145/3185768.3186286,A Cloud Benchmark Suite Combining Micro and Applications Benchmarks,no_IaC_term
10.1145/3316782.3322751,Drive by maintenance: towards adaptive work environments with improved industrial HCI,no_IaC_term;no_quality_term
10.1145/372202.372786,Interprocedural exception analysis for Java,no_IaC_term
10.1145/3437359.3465565,Jetstream2: Accelerating cloud computing via Jetstream,no_quality_term
10.5555/3091125.3091273,"A Distributed, Multi-Agent Approach to Reactive Network Resilience",no_IaC_term
10.1145/3167132.3167300,"NewTL: engineering an extract, transform, load (ETL) software system for business on a very large scale",no_IaC_term
10.1145/2962695.2962707,What is DevOps? A Systematic Mapping Study on Definitions and Practices,no_IaC_term
10.1145/2742854.2742887,Enhanced GPU-based distributed breadth first search,no_IaC_term
10.1145/3524842.3527948,Problems and solutions in applying continuous integration and delivery to 20 open-source cyber-physical systems,no_IaC_term
10.1145/2896941.2896957,"Who needs release and devops engineers, and why?",no_IaC_term
10.1145/3368089.3409699,Static asynchronous component misuse detection for Android applications,no_IaC_term
10.1145/3465481.3470078,Information Security Assessment and Certification within Supply Chains,no_IaC_term
10.1145/3282308.3282316,Engineering Software for the Cloud: External Monitoring and Failure Injection,no_IaC_term
10.1145/3508072.3508196,A Big Data framework based on Apache Spark for Industry-specific Lexicon Generation for Stock Market Prediction,no_IaC_term;no_quality_term
10.1145/3254604,Session details: Third International Workshop on Quality-aware DevOps (QUDOS'17),no_IaC_term
10.1145/3721140,Security Architectural Approaches and Risk Assessment Methods for Blockchain Systems: A Review and Future Directions,no_IaC_term
10.1109/ICGSE.2019.00-10,Challenges in adopting continuous delivery and DevOps in a globally distributed product team: a case study of a healthcare organization,no_IaC_term
10.1145/3338906.3338978,Releasing fast and slow: an exploratory case study at ING,no_IaC_term
10.1145/3372114,"What do agile, lean, and ITIL mean to DevOps?",no_IaC_term;no_quality_term
10.1145/584369.584413,Web transaction analysis and optimization (TAO),no_IaC_term
10.1145/3195546.3195549,Continuously evaluated research projects in collaborative decoupled environments,no_IaC_term
10.1145/2962695.2962708,Exploring Peopleware in Continuous Delivery,no_IaC_term
10.1109/ICSE-SEET.2019.00011,Industry-academy collaboration in teaching DevOps and continuous delivery to software engineering students: towards improved industrial relevance in higher education,no_IaC_term;no_quality_term
10.1145/2063384.2063389,Petaflop biofluidics simulations on a two million-core system,no_IaC_term
10.5555/800013.809537,Operational evaluation modeling of automatic speaker verification systems,no_IaC_term
10.1145/3373356,The Limit of Horizontal Scaling in Public Clouds,no_IaC_term
10.1145/2948985,The hidden dividends of microservices,no_IaC_term;no_quality_term
10.1145/566408.566409,Low-voltage memories for power-aware systems,no_IaC_term
10.1145/2786805.2786826,The making of cloud applications: an empirical study on software development for the cloud,no_IaC_term
10.1145/3404835.3463061,Affective Dependency Graph for Sarcasm Detection,no_IaC_term
10.1145/3355738.3355750,Operational Lessons from Chameleon,no_IaC_term
10.1145/3579353,"Macroprogramming: Concepts, State of the Art, and Opportunities of Macroscopic Behaviour Modelling",no_IaC_term
10.1145/3195870.3195874,Towards Secure Cloud Orchestration for Multi-Cloud Deployments,no_IaC_term
10.1109/ICSE43902.2021.00126,RAICC: Revealing Atypical Inter-Component Communication in Android Apps,no_IaC_term
10.1145/3477495.3531825,Masking and Generation: An Unsupervised Method for Sarcasm Detection,no_IaC_term
10.1145/1165573.1165668,Modeling and analysis of leakage induced damping effect in low voltage LSIs,no_IaC_term
10.5555/982792.982886,Competitive analysis of organization networks or multicast acknowledgement: how much to wait?,no_IaC_term
10.1145/3356464.3357712,Achieving cooperation through deep multiagent reinforcement learning in sequential prisoner's dilemmas,no_IaC_term
10.1145/3624062.3624285,A Systematic Mapping Study of Italian Research on Workflows,no_IaC_term
10.1145/2949550.2949648,CloudBridge: a Simple Cross-Cloud Python Library,no_IaC_term
10.1145/3571785.3574128,Motivation and Strategies for Effective Inclusion of Cloud Solution Provider Certifications in Computing Curricula,no_IaC_term
10.1145/2956641.2956643,"The Hidden Dividends of Microservices: Microservices aren’t for every company, and the journey isn’t easy.",no_IaC_term;no_quality_term
10.1145/3468264.3468558,An empirical study on challenges of application development in serverless computing,no_IaC_term;no_quality_term
10.1145/1134285.1134426,A tool for analyzing and detecting malicious mobile code,no_IaC_term
10.1145/238061.238063,Analysis of a simple learning algorithm: learning foraging thresholds for lizards,no_IaC_term
10.1145/3301309,EACAN: Reliable and Resource-Efficient CAN Communications,no_IaC_term;no_quality_term
10.1145/3194760.3194768,Designing a next-generation continuous software delivery system: concepts and architecture,no_IaC_term
10.1145/945394.945397,"A Network-Flow-Based Scheduler: Design, Performance History, and Experimental Analysis",no_IaC_term
10.1145/344166.344574,Model and analysis for combined package and on-chip power grid simulation,no_IaC_term
10.1145/3401831,New Numerical Algorithm&nbsp;for Deflation of Infinite and Zero Eigenvalues and Full Solution of Quadratic Eigenvalue Problems,no_IaC_term
10.1145/3379597.3387440,Traceability Support for Multi-Lingual Software Projects,no_IaC_term
10.1145/2756594.2756595,Continuous Delivery of Composite Solutions: A Case for Collaborative Software Defined PaaS Environments,no_IaC_term;no_quality_term
10.5555/3511065.3511076,Strangler patterns,no_IaC_term;no_quality_term
10.1145/3614419.3644015,Unveiling News Publishers Trustworthiness Through Social Interactions,no_IaC_term
10.1145/1592568.1592588,Interference alignment and cancellation,no_quality_term
10.1145/3360664.3360672,Meizodon: Security Benchmarking Framework for Static Android Malware Detectors,no_IaC_term
10.3115/1072228.1072243,A corpus-based analysis for the ordering of clause aggregation operators,no_IaC_term
10.1145/3470658,Adaptive Management of Volatile Edge Systems at Runtime With Satisfiability,no_IaC_term
10.1145/3708359.3712127,GlideRX: Enhancing Situation Awareness for Collision Prevention in Glider Flight through Extended Reality,no_IaC_term
10.1145/3306500.3306569,E-participation service in malaysian e-government website: the user experience evaluation,no_IaC_term;no_quality_term
10.1145/2885497,Patterns in the Chaos—A Study of Performance Variation and Predictability in Public IaaS Clouds,no_IaC_term
10.5555/3712729.3712919,Handling Asynchronous Inputs in DEVS Based Real-Time Kernels,no_IaC_term;no_quality_term
10.1145/3626203.3670545,Automated Transcription Service: Enabling Transcription at Scale for Social Science Research,no_IaC_term
10.1145/3375547,A Survey of Figurative Language and Its Computational Detection in Online Social Networks,no_IaC_term
10.1145/3038912.3052645,AppHolmes: Detecting and Characterizing App Collusion among Third-Party Android Markets,no_IaC_term
10.1145/3744641,Deep Learning in Stance Detection: A Survey,no_IaC_term
10.1145/352600.352624,Operating system enhancements to prevent the misuse of system calls,no_IaC_term;no_quality_term
10.1145/3529570.3529592,Progressive Compression and Encryption of Hyperspectral Images Based on Walsh Transform and Fingerprint Recognition Discrete Multiple-parameter Fractional Fourier Transform,no_IaC_term
10.1145/227531.227545,The wild-west revisited,no_IaC_term;no_quality_term
10.1145/3422392.3422496,Challenges and Recommendations in DevOps Education: A Systematic Literature Review,no_IaC_term;no_quality_term
10.1145/1456223.1456292,Ant colony optimization for Steiner tree problems,no_quality_term
10.1109/ICSE.2019.00094,Pivot: learning API-device correlations to facilitate Android compatibility issue detection,no_IaC_term
10.1145/3084226.3084263,"Adopting Continuous Delivery and Deployment: Impacts on Team Structures, Collaboration and Responsibilities",no_IaC_term
10.1145/3368089.3409682,Understanding and automatically detecting conflicting interactions between smart home IoT applications,no_IaC_term
10.1145/3631991.3632005,Exploring Behavioral Trustworthiness of Github Developers,no_IaC_term;no_quality_term
10.5555/3233397.3233432,Bursting with possibilities: an empirical study of credit-based bursting cloud instance types,no_IaC_term
10.1145/3643834.3660740,Care Layering: Complicating Design Patterns,no_quality_term
10.1145/3368089.3409745,Borrowing your enemy’s arrows: the case of code reuse in Android via direct inter-app code invocation,no_IaC_term
10.1109/DAC18074.2021.9586135,F3D: Accelerating 3D Convolutional Neural Networks in Frequency Space Using ReRAM,no_IaC_term
10.1109/TNET.2021.3091856,Optimal Cybersecurity Investments in Large Networks Using SIS Model: Algorithm Design,no_IaC_term
10.5555/3398761.3398916,Drawing a Map of Elections in the Space of Statistical Cultures,no_IaC_term
10.1145/3680127.3680158,"‘Not what we want’: Why do (not) citizens use e-government services? Evidence from St. Petersburg, Russia",no_IaC_term
10.1145/2973839.2973845,Characterizing DevOps by Hearing Multiple Voices,no_IaC_term
10.5555/3433701.3433736,FatPaths: routing in supercomputers and data centers when shortest paths fall short,no_IaC_term
10.1145/3544548.3580918,Are Embodied Avatars Harmful to our Self-Experience? The Impact of Virtual Embodiment on Body Awareness,no_quality_term
10.1145/3502870.3506569,Designing Dissemination and Validation of a Framework for Teaching Cloud Fundamentals,no_IaC_term
10.1145/3501772,A Genetic-algorithm-based Approach to the Design of DCT Hardware Accelerators,no_IaC_term
10.1145/3334480.3383156,A Demonstration of Kilo H\={o,no_IaC_term
10.1145/3639265,Robustness of Updatable Learning-based Index Advisors against Poisoning Attack,no_IaC_term
10.1145/3330482.3330522,Proposing Automatic Dataset Generation System to Support Android Sensitive Data Leakage Detection Systems,no_IaC_term
10.1145/3293881.3295781,Cloud computing: developing contemporary computer science curriculum for a cloud-first future,no_quality_term
10.5555/2048577.2048587,Lattice Boltzmann method simulations on massively parallel multi-core architectures,no_IaC_term
10.1109/CESSER-IP.2019.00011,Generative modeling games for exploratory industry-academic research,no_IaC_term;no_quality_term
10.1145/2961111.2962587,The Intersection of Continuous Deployment and Architecting Process: Practitioners' Perspectives,no_IaC_term
10.1145/3580305.3599856,Learning Multi-Agent Intention-Aware Communication for Optimal Multi-Order Execution in Finance,no_IaC_term
10.1145/3064835,Coupled Spin-Torque Nano-Oscillator-Based Computation: A Simulation Study,no_IaC_term
10.5555/3635637.3663041,Multi-Agent Alternate Q-Learning,no_IaC_term
10.5555/3507788.3507833,Proactive AIOps through digital twins,no_IaC_term
10.1145/2976767.2976778,The quest for open source projects that use UML: mining GitHub,no_IaC_term;no_quality_term
10.1145/3230967,Coupled Clustering Ensemble by Exploring Data Interdependence,no_IaC_term
10.1145/3702191.3705513,Optimization Control of Multi-port Energy Router Based on Model Predictive Control,no_IaC_term
10.1145/3357236.3395473,Siloseam: A Morphogenetic Workflow for the Design and Fabrication of Inflatable Silicone Bladders,no_IaC_term
10.5555/3201607.3201643,Fastpass: fast timing path search for generalized timing exception handling,no_IaC_term
10.1145/3397875,SketchADoodle: Touch-surface Multi-stroke Gesture Handling by B\'{e,no_IaC_term
10.1145/1185642.1185647,An improved IDL compiler for optimizing CORBA applications,no_quality_term
10.1145/3565023,Trajectory Planning using Transfer Learning and Wireless Sensor Network for Target Search Mobile Robot,no_IaC_term;no_quality_term
10.1109/ICSE.2017.37,"An efficient, robust, and scalable approach for analyzing interacting android apps",no_IaC_term
10.1145/3308558.3313574,PrivIdEx: Privacy Preserving and Secure Exchange of Digital Identity Assets.,no_IaC_term
10.1145/1403375.1403556,Exact and approximate task assignment algorithms for pipelined software synthesis,no_IaC_term
10.1145/3397271.3401435,"Think Beyond the Word: Understanding the Implied Textual Meaning by Digesting Context, Local, and Noise",no_quality_term
10.1145/3017679,Using Argumentation to Improve Classification in Natural Language Problems,no_IaC_term
10.1145/2897845.2897888,DroidDisintegrator: Intra-Application Information Flow Control in Android Apps,no_IaC_term
10.1145/339331.339422,Memory system behavior of Java programs: methodology and analysis,no_IaC_term
10.1145/3308558.3313735,Sarcasm Detection with Self-matching Networks and Low-rank Bilinear Pooling,no_IaC_term
10.5555/3463952.3464053,Contrasting Centralized and Decentralized Critics in Multi-Agent Reinforcement Learning,no_IaC_term
10.1109/TNET.2020.3009297,Fast Enumeration of Regional Link Failures Caused by Disasters With Limited Size,no_IaC_term
10.1145/3411763.3441358,SpaceCHI: Designing Human-Computer Interaction Systems for Space Exploration,no_IaC_term
10.1145/3180496.3180609,SODM-Based Selective Neural Networks Ensemble for Regional Innovation Capability Evaluation,no_IaC_term
10.1145/3491101.3503708,SpaceCHI 2.0: Advancing Human-Computer Interaction Systems for Space Exploration,no_IaC_term;no_quality_term
10.1145/3722237.3722347,Research on Automatic Grading of Handwritten Homework in Intelligent Education Based on Model Fusion Approach,no_IaC_term;no_quality_term
10.1145/3351342,Estimating and Controlling the False Discovery Rate of the PC Algorithm Using Edge-specific P-Values,no_IaC_term
10.1145/3437800.3439204,Differentiated Assessments for Advanced Courses that Reveal Issues with Prerequisite Skills: A Design Investigation,no_IaC_term
10.1145/3397271.3401183,Leveraging Transitions of Emotions for Sarcasm Detection,no_IaC_term;no_quality_term
10.1145/3583985,Introduction to the Special Issue on Smart Systems for Industry 4.0 and IoT,no_IaC_term;no_quality_term
10.1145/3089262.3089268,2016 International Teletraffic Congress (ITC 28) Report,no_IaC_term
10.1145/3242102.3242103,Where to Rendezvous? Preferring Quiet Channels in Cognitive Radio Networks,no_IaC_term;no_quality_term
10.5555/3539845.3540131,Accurate probabilistic miss ratio curve approximation for adaptive cache allocation in block storage systems,no_IaC_term
10.1145/3359789.3359828,An empirical study of SMS one-time password authentication in Android apps,no_IaC_term
10.1145/2320765.2320784,Product characteristic weighting for designer from online reviews: an ordinal classification approach,no_IaC_term
10.1145/1500518.1500632,The role of an information analysis center in software engineering technology transfer,no_IaC_term
10.1109/MSR.2019.00074,Can issues reported at stack overflow questions be reproduced? an exploratory study,no_IaC_term
10.1145/2110363.2110403,Component-based app design for platform-oriented devices in a medical device coordination framework,no_IaC_term
10.1145/3372224.3380884,Voice localization using nearby wall reflections,no_IaC_term;no_quality_term
10.1145/3421511,Analytical Program Power Characterization for Battery Depletion-time Estimation,no_IaC_term;no_quality_term
10.1145/1416729.1416740,Extending orchids for intrusion detection in 802.11 wireless networks,no_IaC_term
10.5555/3458064.3458191,Distributed metropolis sampler with optimal parallelism,no_IaC_term;no_quality_term
10.5555/3306127.3331735,Exploring the No-Show Paradox for Condorcet Extensions Using Ehrhart Theory and Computer Simulations,no_IaC_term
10.5555/3535850.3535935,Disentangling Successor Features for Coordination in Multi-agent Reinforcement Learning,no_IaC_term
10.1145/2508859.2516716,Towards reducing the attack surface of software backdoors,no_IaC_term
10.1145/256563.256697,The threshold bootstrap: a new approach to simulation output analysis,no_IaC_term
10.5555/2818754.2818791,IccTA: detecting inter-component privacy leaks in Android apps,no_IaC_term
10.1145/3460238.3460253,Dynamic Blood Oxygen Saturation Monitoring based on a New IPPG Detecting Device,no_IaC_term;no_quality_term
10.5555/3306127.3331837,Independent Generative Adversarial Self-Imitation Learning in Cooperative Multiagent Systems,no_IaC_term
10.1145/3314388,mORAL: An mHealth Model for Inferring Oral Hygiene Behaviors in-the-wild Using Wrist-worn Inertial Sensors,no_IaC_term
10.1145/3344341.3368805,SLO-ML: A Language for Service Level Objective Modelling in Multi-cloud Applications,no_IaC_term
10.1145/3460231.3473894,Argument-based generation and explanation of recommendations,no_IaC_term;no_quality_term
10.5555/1557690.1557746,Intrinsic vs. extrinsic evaluation measures for referring expression generation,no_IaC_term
10.1145/3313831.3376850,Determining the Extractive Casting Mold of Intimate Platforms through Document Theory,no_IaC_term;no_quality_term
10.1145/1086837.1086844,Computational aspects of Hensel-type univariate polynomial greatest common divisor algorithms,no_IaC_term
10.1145/1868521.1868556,Cross layer association control for throughput optimization in wireless LANs with inter-AP interference,no_IaC_term
10.1145/3289600.3290974,Shaping Feedback Data in Recommender Systems with Interventions Based on Information Foraging Theory,no_IaC_term
10.5555/3242181.3242193,History of improving statistical efficiency,no_IaC_term
10.1145/2808138.2808145,Sybil-Resistant Pseudonymization and Pseudonym Change without Trusted Third Parties,no_IaC_term
10.1145/3167918.3167920,Analysing scientific collaborations of new zealand institutions using scopus bibliometric data,no_IaC_term
10.1007/s00165-011-0213-4,Explanation of two non-blocking shared-variable communication algorithms,no_IaC_term;no_quality_term
10.1145/3670998,Interpersonal Communication Interconnection in Media Convergence Metaverse,no_IaC_term
10.1145/2736277.2741680,Recommendation Subgraphs for Web Discovery,no_IaC_term
10.1145/3341325.3342000,Exploiting Bluetooth Vulnerabilities in e-Health IoT Devices,no_IaC_term
10.1145/3434402,On the Anatomy of Predictive Models for Accelerating GPU Convolution Kernels and Beyond,no_IaC_term
10.1145/3494193.3494221,Re-designing the UN e-Government Survey in light of the 2030 Agenda for Sustainable Development: Towards a post-COVID digital society,no_IaC_term;no_quality_term
10.1145/3307630.3342397,Ontology-Based Security Tool for Critical Cyber-Physical Systems,no_IaC_term
10.1145/2971485.2993924,"Beebots-a-lula, Where's My Honey? Design Fictions and Beekeeping",no_IaC_term
10.1145/2856636.2856649,Architecting an extensible framework for Gamifying Software Engineering concepts,no_IaC_term;no_quality_term
10.1109/TASLP.2021.3120601,Sarcasm Detection with Commonsense Knowledge,no_IaC_term
10.1145/3167132.3167352,Engineering configurators for the retail industry: experience report and challenges ahead,no_IaC_term;no_quality_term
10.1145/3314183.3323462,Tag-Based User Profiling: A Game Theoretic Approach,no_IaC_term;no_quality_term
10.1145/3673038.3673084,Federated Edge Learning with Blurred or Pseudo Data Sharing,no_IaC_term;no_quality_term
10.1145/3141235.3141239,ReDroid: Prioritizing Data Flows and Sinks for App Security Transformation,no_IaC_term
10.5555/2936924.2936981,"Analyzing the Practical Relevance of Voting Paradoxes via Ehrhart Theory, Computer Simulations, and Empirical Data",no_IaC_term
10.1145/3240508.3240596,Fashion Sensitive Clothing Recommendation Using Hierarchical Collocation Model,no_IaC_term
10.1109/TASLP.2023.3313433,Configurable EBEN: Extreme Bandwidth Extension Network to Enhance Body-Conducted Speech Capture,no_IaC_term;no_quality_term
10.1145/23002.27645,Two FORTRAN packages for assessing initial value methods,no_IaC_term
10.1145/605434.605437,A logical framework for reasoning about access control models,no_IaC_term
10.1145/3492547.3492613,Comparison Study of Ac and Dc Current Losses in Corona Cage,no_IaC_term;no_quality_term
10.1145/3478513.3480548,Modeling flower pigmentation patterns,no_IaC_term;no_quality_term
10.1145/3292058,Image Captioning With Visual-Semantic Double Attention,no_IaC_term
10.1145/2808006.2808015,Rebirth of IT Degree Program to Create Your Future Again,no_IaC_term
10.1145/1454630.1454646,A collaborative model for representing wireless sensor networks' entities and properties,no_IaC_term;no_quality_term
10.1145/55482.55495,A verified connection management protocol for the transport layer,no_IaC_term;no_quality_term
10.1145/3555115,"""I needed to solve their overwhelmness"": How System Administration Work was Affected by COVID-19",no_IaC_term
10.1145/3061665,Algorithm 978: Safe Scaling in the Level 1 BLAS,no_IaC_term
10.1145/2811780.2811957,EchoWear: smartwatch technology for voice and speech treatments of patients with Parkinson's disease,no_IaC_term
10.1145/3514262.3514304,The Role of Technological Platforms in the Innovative Development of Industrial Enterprises,no_IaC_term;no_quality_term
10.1162/coli_a_00364,Argument Mining: A Survey,no_IaC_term;no_quality_term
10.1109/ICCPS.2018.00037,Codrive: cooperative driving scheme for vehicles in urban signalized intersections,no_IaC_term
10.1145/1463542.1463550,Using decision trees to recognize visual events,no_IaC_term
10.1145/3580252.3586982,Interpreting High Order Epistasis Using Sparse Transformers,no_IaC_term
10.1145/2905055.2905171,Performance Evaluation of Path Length based Routing Strategies for Survivable WDM Network,no_IaC_term
10.1145/347792.347814,A computational study of routing algorithms for realistic transportation networks,no_IaC_term
10.1145/3132847.3133020,Weakly-Guided User Stance Prediction via Joint Modeling of Content and Social Interaction,no_IaC_term
10.1145/2691195.2691289,A comprehensive methodology for establishing and sustaining government chief information officer function,no_IaC_term
10.1109/TCBB.2014.2299804,Hierarchical probabilistic interaction modeling for multiple gene expression replicates,no_IaC_term;no_quality_term
10.1145/2611354.2611360,Software Orchestrated Flash Array,no_IaC_term
10.1145/3178487.3178522,Shared-memory parallelization of MTTKRP for dense tensors,no_IaC_term;no_quality_term
10.5555/2343576.2343600,Model-driven behavior specification for robotic teams,no_IaC_term;no_quality_term
10.1145/3151759.3151771,Recency-based candidate selection for efficient entity linking,no_IaC_term;no_quality_term
10.1145/2815675.2815703,Measuring the Impact and Perception of Acceptable Advertisements,no_IaC_term
10.1109/ASP-DAC52403.2022.9712576,Common-Centroid Layout for Active and Passive Devices: A Review and the Road Ahead,no_IaC_term
10.1109/TCBB.2014.2361355,Burial level change defines a high energetic relevance for protein binding interfaces,no_IaC_term
10.1145/2207676.2208289,Choosing to interleave: human error and information access cost,no_IaC_term;no_quality_term
10.1145/3332165.3347922,Beyond the Input Stream: Making Text Entry Evaluations More Flexible with Transcription Sequences,no_IaC_term
10.1145/3234698.3234701,Using a Robot Trader for Automatic Trading,no_IaC_term;no_quality_term
10.5555/3458064.3458217,On indexing and compressing finite automata,no_IaC_term;no_quality_term
10.1145/3494193.3494218,Reframing E-participation for Sustainable Development,no_IaC_term
10.1145/3209415.3209432,E-government: Factor of public administration efficiency and effectiveness. Case of the Ministry of Higher Education and Scientific Research in Madagascar,no_IaC_term
10.1145/219308.773573,Surfing the Net for Software Engineering Notes,no_IaC_term;no_quality_term
10.1145/2484028.2484093,Improving search result summaries by using searcher behavior data,no_IaC_term
10.1145/3030024.3038284,Characterizing and Modeling Linguistic Style in Dialogue for Intelligent Social Agents,no_IaC_term;no_quality_term
10.5555/1708322.1708333,Attribute selection for referring expression generation: new algorithms and evaluation methods,no_IaC_term
10.1145/2691195.2691261,e-government as a gateway to an effective public human resources management,no_IaC_term
10.1145/2973750.2973756,BASIC: backbone-assisted successive interference cancellation,no_IaC_term
10.1145/2254756.2254764,Bipartite graph structures for efficient balancing of heterogeneous loads,no_IaC_term
10.1145/3064814.3064824,Selecting the minimal set of preferred responses to counter detected intrusions,no_IaC_term
10.1145/2908812.2908863,Projection-Based Restricted Covariance Matrix Adaptation for High Dimension,no_IaC_term;no_quality_term
10.1145/3430984.3431018,Human-Guided Learning of Column Networks: Knowledge Injection for Relational Deep Learning,no_IaC_term
10.5555/3207692.3207716,Axiomatising incomplete preferences through sets of desirable gambles,no_IaC_term;no_quality_term
10.1145/3459637.3482431,Fine and Coarse Granular Argument Classification before Clustering,no_IaC_term
10.1109/TNET.2022.3210534,Enabling Quasi-Static Reconfigurable Networks With Robust Topology Engineering,no_IaC_term
10.1145/1631081.1631095,Single view geometry and active camera networks made easy,no_IaC_term
10.1145/2534921.2534930,Algorithms for fundamental spatial aggregate operations over regions,no_IaC_term;no_quality_term
10.1145/2488968.2488970,Desperately seeking structures: grammars of action in information systems research,no_IaC_term
10.5555/1316689.1316708,"Stochastic consistency, and scalable pull-based caching for erratic data stream sources",no_IaC_term
10.1145/2047594.2047634,Even so with the pieces borrowed from others: dressing an IS program in IT clothing,no_IaC_term;no_quality_term
10.1145/1124566.1124572,A comparison of bidding strategies for simultaneous auctions,no_IaC_term
